article_name,country,region,rev_id,article_quality,population
Mohammed Abdullah Al-Ajmi,Kuwait,ASIA,788557231,Stub,4.691
Pavlo Tychyna,Russia,EUROPE,788557261,C,146.733
Jügderdemidiin Gürragchaa,Mongolia,ASIA,788558985,Start,3.361
Olga Feliú,Chile,LATIN AMERICA AND THE CARIBBEAN,788559392,Stub,19.47
Slavica Đukić Dejanović,Serbia,EUROPE,788560870,Start,6.957000000000001
Géza Szőcs,Hungary,EUROPE,788564201,Start,9.767000000000001
Tadeusz Hołówko,Poland,EUROPE,788567028,B,38.368
Leslie Manigat,Haiti,LATIN AMERICA AND THE CARIBBEAN,788567213,C,11.402999999999999
Eberhard Taubert,Germany,EUROPE,788567507,Stub,83.3
Abdel-Wahhab Tawaf,Yemen,ASIA,788574887,Stub,29.826
Allahverdi Dehghani,Iran,ASIA,788575126,Stub,84.15
Alev Korun,Austria,EUROPE,788576375,Stub,8.914
Alexei Kudrin,Russia,EUROPE,788576466,GA,146.733
Abraham Asscher,Netherlands,EUROPE,788576988,C,17.467
Juan Pacheco,Spain,EUROPE,788579310,C,47.635
Taomati Iuta,Kiribati,OCEANIA,788579974,C,125.0
Alla Tarasova,Russia,EUROPE,788581393,Start,146.733
Francis Merewether (Australian politician),Australia,OCEANIA,788582836,Stub,25.754
Choe Pu-il,"Korea, South",ASIA,788583377,Stub,51.781000000000006
Jean-Baptiste Tati Loutard,Congo,AFRICA,788584805,C,5.518
Tavio Amorin,Togo,AFRICA,788586981,Start,8.279
Didjob Divungi Di Ndinge,Gabon,AFRICA,788587645,B,2.231
Muhammad as-Sadr,Iraq,ASIA,788590345,Stub,39.725
Leader of the Opposition (Northern Ireland),Ireland,EUROPE,788590573,C,5.003
Farida Momand,Afghanistan,ASIA,788591677,C,38.928000000000004
Fariha al-Berkawi,Libya,AFRICA,788591692,Stub,6.891
Fathi Ahmad Hammad,Palestinian Territory,ASIA,788591724,Stub,5.008
Feng Shih-kuan,Taiwan,ASIA,788591885,Start,23.61
Rokas Žilinskas,Lithuania,EUROPE,788592026,Start,2.7939999999999996
Ormanno Tedici,Italy,EUROPE,788593417,Stub,60.29600000000001
Fabiola Salazar,Peru,LATIN AMERICA AND THE CARIBBEAN,788602935,Stub,32.824
Philipp Murmann,Germany,EUROPE,788603386,Start,83.3
Pak Paengnyeon,"Korea, South",ASIA,788605544,Start,51.781000000000006
Seong Sam-mun,"Korea, South",ASIA,788605797,Start,51.781000000000006
Ulrich Habsburg-Lothringen,Austria,EUROPE,788609740,Stub,8.914
Rajmonda Bulku,Albania,EUROPE,788611790,Stub,2.838
Yun Won-hyung,"Korea, South",ASIA,788612974,Start,51.781000000000006
John Pandeni,Namibia,AFRICA,788618481,Start,2.541
Sonya Kilkenny,Australia,OCEANIA,788618871,Start,25.754
Loide Kasingo,Namibia,AFRICA,788620617,Start,2.541
Elma Danielsson,Sweden,EUROPE,788620926,Start,10.377
Malmös kvinnliga diskussionsklubb,Sweden,EUROPE,788621006,Stub,10.377
Kvinnliga arbetarklubben,Sweden,EUROPE,788621059,Stub,10.377
Mirza Mohammad Afzal Beg,India,ASIA,788622834,Start,1400.1
Guido De Padt,Belgium,EUROPE,788624618,Start,11.515
Charles Berthézenne,France,EUROPE,788626221,Stub,64.94
Guillaume Groen van Prinsterer,Netherlands,EUROPE,788627209,C,17.467
Jessica Stojkovski,Australia,OCEANIA,788629953,Stub,25.754
Simone Petrangeli,Italy,EUROPE,788633388,Stub,60.29600000000001
Almon W. Babbitt,United States,NORTHERN AMERICA,788635538,C,329.87800000000004
Rudolf Geilinger,Switzerland,EUROPE,788637500,Stub,8.634
Carl Vaugoin,Austria,EUROPE,788638984,Stub,8.914
Yun Doo-su,"Korea, South",ASIA,788640081,Start,51.781000000000006
Yun Geun-su,"Korea, South",ASIA,788640245,Stub,51.781000000000006
Miguel de la Torre,Spain,EUROPE,788640488,Start,47.635
Alois Kingsley,Papua New Guinea,OCEANIA,788644394,Stub,8.95
James Ajonga Mawut,South Sudan,AFRICA,788644888,Stub,11.194
Branko Ružić (politician),Serbia,EUROPE,788645766,Start,6.957000000000001
Hudson William Edison Ntsanwisi,South Africa,AFRICA,788646786,Stub,59.628
Alon Tal,Israel,ASIA,788647561,C,9.216000000000001
Karim Keïta,Mali,AFRICA,788648852,Stub,20.250999999999998
Karin Wanngård,Sweden,EUROPE,788648865,Stub,10.377
Lamia Zribi,Tunisia,AFRICA,788651677,Stub,11.895999999999999
Mehmet Güney,Turkey,ASIA,788654286,Start,83.73700000000001
Anastasia Filatova,Mongolia,ASIA,788655979,Start,3.361
Ibrahim Hashem,Jordan,ASIA,788656317,Start,10.679
Mahamat Saleh Annadif,Chad,AFRICA,788658822,Start,16.877
Marie Muhammad,Indonesia,ASIA,788659079,Stub,271.73900000000003
Mamady Youla,Guinea,AFRICA,788659269,Stub,12.56
Ramiro Núñez de Guzmán,Spain,EUROPE,788659590,Stub,47.635
Volodymyr Kubiyovych,Ukraine,EUROPE,788659662,C,41.778
Margarita Marlene González Fernández,Cuba,LATIN AMERICA AND THE CARIBBEAN,788660012,Stub,11.280999999999999
María del Carmen Concepción González,Cuba,LATIN AMERICA AND THE CARIBBEAN,788660621,Stub,11.280999999999999
Mohamed Said Fofana,Guinea,AFRICA,788663046,Stub,12.56
"William Grenfell, 1st Baron Desborough",United Kingdom,EUROPE,788664534,C,67.16
Nariaki Nakayama,Japan,ASIA,788665214,C,125.96700000000001
Nasr Taha Mustafa,Yemen,ASIA,788665250,Stub,29.826
Nguyễn Văn Đài,Vietnam,ASIA,788666652,C,96.209
Driss Jettou,Morocco,AFRICA,788666931,Start,35.952
Yekaterina Vorontsova-Dashkova,Russia,EUROPE,788668103,C,146.733
"Yixuan, Prince Chun",China,ASIA,788668412,B,1402.385
Omar A. Jallow,Gambia,AFRICA,788668518,Stub,2.417
Yousaf Aziz Magsi,Pakistan,ASIA,788668975,Start,220.94
Pacôme Moubelet-Boubeya,Gabon,AFRICA,788669718,Start,2.231
Alphonse-Mexil Etongo,Congo,AFRICA,788670838,Start,5.518
Marcial Fabricano,Bolivia,LATIN AMERICA AND THE CARIBBEAN,788670900,Start,11.633
Alphonse Alley,Benin,AFRICA,788671014,GA,12.209000000000001
Andrew Theophanous,Australia,OCEANIA,788671700,C,25.754
Alphonse Siyam Siwe,Cameroon,AFRICA,788672220,Start,26.598000000000003
Presidency of Shimon Peres,Israel,ASIA,788673100,GA,9.216000000000001
Ion Theodorescu-Sion,Romania,EUROPE,788674572,FA,19.241
Radi Naidenov,Bulgaria,EUROPE,788674871,C,6.9270000000000005
Richard Auguste Onouviet,Gabon,AFRICA,788676556,C,2.231
Rodolfo Illanes,Bolivia,LATIN AMERICA AND THE CARIBBEAN,788677434,Start,11.633
Rodrigo Malmierca Díaz,Cuba,LATIN AMERICA AND THE CARIBBEAN,788677505,Start,11.280999999999999
Soekiman Wirjosandjojo,Indonesia,ASIA,788677921,Stub,271.73900000000003
Sükhbaataryn Yanjmaa,Mongolia,ASIA,788678484,Start,3.361
Sabine Oberhauser,Austria,EUROPE,788679073,Start,8.914
Liu Chuan-chung,Taiwan,ASIA,788681195,Stub,23.61
Yan Gamarnik,Belarus,EUROPE,788681266,Start,9.375
Shen Lyu-shun,Taiwan,ASIA,788681641,Start,23.61
Suhaib al-Rawi,Iraq,ASIA,788684643,Start,39.725
Suraya Dalil,Afghanistan,ASIA,788684997,C,38.928000000000004
Mehdi Shah,Pakistan,ASIA,788685121,Stub,220.94
Akhmetzhan Yessimov,Kazakhstan,ASIA,788685633,Start,18.732
Tan Li,China,ASIA,788686279,C,1402.385
Vadim Bakatin,Russia,EUROPE,788688629,C,146.733
Vassilis Vassilikos,Greece,EUROPE,788689124,Start,10.7
Vicente Lombardo Toledano,Mexico,LATIN AMERICA AND THE CARIBBEAN,788689762,C,127.792
Victor Rebengiuc,Romania,EUROPE,788689838,FA,19.241
Johannes Käbin,Estonia,EUROPE,788692896,Stub,1.331
Obinna Chidoka,Nigeria,AFRICA,788693572,Start,206.14
"William Cope, 1st Baron Cope",United Kingdom,EUROPE,788693769,C,67.16
Xiang of Xia,China,ASIA,788695829,Start,1402.385
Yang Sen,Taiwan,ASIA,788696149,Start,23.61
Zbigniew Oleśnicki (primate of Poland),Poland,EUROPE,788697563,Start,38.368
Keiji Furuya,Japan,ASIA,788697622,Start,125.96700000000001
Usama Siala,Libya,AFRICA,788701001,Start,6.891
Henry Tossell,Australia,OCEANIA,788701080,Start,25.754
Altino Arantes Marques,Brazil,LATIN AMERICA AND THE CARIBBEAN,788702003,Start,211.812
Subhash Pasi,India,ASIA,788705779,Stub,1400.1
Sharad Vir Singh,India,ASIA,788705855,Stub,1400.1
Vladimir Antyufeyev,Moldova,EUROPE,788706959,C,3.535
Somjibhai Damor,India,ASIA,788706986,Stub,1400.1
Vladimir Kozlov (politician),Kazakhstan,ASIA,788707018,C,18.732
Vladimir Torlopov,Russia,EUROPE,788707081,Stub,146.733
Lalit Narayan Mishra,India,ASIA,788709265,C,1400.1
Abdul Rashid Shaheen,India,ASIA,788709582,Stub,1400.1
Wang Min (born 1956),China,ASIA,788710930,C,1402.385
"Jean Baptiste, marquis de Traversay",Russia,EUROPE,788711551,C,146.733
Mel Watkins,Canada,NORTHERN AMERICA,788712700,Start,38.19
Sukhdev Singh Dhindsa,India,ASIA,788713837,Stub,1400.1
Ramón Zaydín,Cuba,LATIN AMERICA AND THE CARIBBEAN,788713862,Stub,11.280999999999999
Tek Lal Mahto,India,ASIA,788714182,Stub,1400.1
Harcharan Singh Brar,India,ASIA,788714542,Start,1400.1
Pusapati Vijayarama Gajapati Raju,India,ASIA,788714613,Start,1400.1
K. L. Shrimali,India,ASIA,788714784,Stub,1400.1
Prem Kumar Sharma,India,ASIA,788714872,Stub,1400.1
Pratap Chandra Chunder,India,ASIA,788715119,Start,1400.1
Brij Lal Varma,India,ASIA,788715122,Stub,1400.1
Vishno Datt Sharma,India,ASIA,788715322,Stub,1400.1
Ujagar Singh Sekhwan,India,ASIA,788715449,Stub,1400.1
Prem Singh Chandumajra,India,ASIA,788715891,Start,1400.1
Kamakhya Narain Singh,India,ASIA,788716039,Start,1400.1
Aladi Aruna,India,ASIA,788716246,C,1400.1
Thomas Sydney Beckwith,United Kingdom,EUROPE,788717885,C,67.16
Dadichiluka Veera Gouri Sankara Rao,India,ASIA,788719482,Start,1400.1
Surendra Mishra,India,ASIA,788719515,Stub,1400.1
P. A. Antony,India,ASIA,788719751,Stub,1400.1
Maulana Abdur Rahman,India,ASIA,788719799,Stub,1400.1
Krishna Desai,India,ASIA,788719883,Start,1400.1
Hassan Khan,India,ASIA,788719990,Start,1400.1
Muhi Ram Saikia,India,ASIA,788720612,Stub,1400.1
Liladhar Kotoki,India,ASIA,788720617,Stub,1400.1
Neelalohithadasan Nadar,India,ASIA,788720727,Start,1400.1
Pius Tirkey,India,ASIA,788721039,Stub,1400.1
S. M. Banerjee,India,ASIA,788721217,Start,1400.1
Chintaman Vanaga,India,ASIA,788721241,Stub,1400.1
Kanwar Lal Gupta,India,ASIA,788721424,Stub,1400.1
Manohar Lal Sondhi,India,ASIA,788721427,Stub,1400.1
Gopal Mayekar,India,ASIA,788721553,Stub,1400.1
Xu Jianyi,China,ASIA,788721662,Start,1402.385
Surendranath Dwivedy,India,ASIA,788721884,Start,1400.1
Dhanaji Sitaram Ahire,India,ASIA,788722058,Stub,1400.1
Thakur Baldev Singh,India,ASIA,788722131,Stub,1400.1
Kinder Lal,India,ASIA,788722306,Stub,1400.1
Yang Weize,China,ASIA,788722387,C,1402.385
Maitreyee Bose,India,ASIA,788722685,Stub,1400.1
Ramakant Angle,India,ASIA,788722885,Stub,1400.1
Bhadreswar Tanti,India,ASIA,788722887,Stub,1400.1
Kalyan Jain,India,ASIA,788722918,Stub,1400.1
Yevgeny Chichvarkin,Russia,EUROPE,788723259,C,146.733
Yevgeny Dzhugashvili,Russia,EUROPE,788723275,Start,146.733
W. Wangyuh,India,ASIA,788723375,Stub,1400.1
Mani Charenamei,India,ASIA,788723378,Stub,1400.1
Madhu Koda,India,ASIA,788723483,C,1400.1
Yokota family,Japan,ASIA,788723618,Start,125.96700000000001
Harish Nagpal,India,ASIA,788723730,Stub,1400.1
Hemlal Murmu,India,ASIA,788723948,Stub,1400.1
Sajjad Gani Lone,India,ASIA,788724171,Start,1400.1
Tarun Mandal,India,ASIA,788724473,Start,1400.1
Rajan Sushant,India,ASIA,788724675,Stub,1400.1
Anand Sen Yadav,India,ASIA,788724982,Stub,1400.1
Hemant Soren,India,ASIA,788725007,Start,1400.1
Sewa Singh Sekhwan,India,ASIA,788725122,Stub,1400.1
Zafar Saifullah,India,ASIA,788725225,Stub,1400.1
C. M. Chang,India,ASIA,788725403,Stub,1400.1
Sharanjit Singh Dhillon,India,ASIA,788725468,Stub,1400.1
Ismail Hussain,India,ASIA,788725493,Stub,1400.1
Joseph Toppo,India,ASIA,788725509,Stub,1400.1
Arjun Roy,India,ASIA,788725525,Stub,1400.1
Pradeep Kumar Majhi,India,ASIA,788725613,C,1400.1
V. P. Sajeendran,India,ASIA,788726092,Stub,1400.1
Harmeet Singh Sandhu,India,ASIA,788726271,Stub,1400.1
Zhou Benshun,China,ASIA,788726349,GA,1402.385
Nawang Rigzin Jora,India,ASIA,788726430,Stub,1400.1
Yashwant Singh,India,ASIA,788727017,Stub,1400.1
Ranjit Singh Brahmpura,India,ASIA,788727047,Stub,1400.1
Joice George,India,ASIA,788727103,Stub,1400.1
Kamakhya Prasad Tasa,India,ASIA,788727152,Stub,1400.1
Dharmendra Kashyap,India,ASIA,788727163,Stub,1400.1
Vijay Hansdak,India,ASIA,788727205,Stub,1400.1
Tariq Hameed Karra,India,ASIA,788727281,Stub,1400.1
Sunil Kumar Singh,India,ASIA,788727284,Stub,1400.1
Tapas Mandal,India,ASIA,788727379,Stub,1400.1
Åslaug Haga,Norway,EUROPE,788727461,Start,5.3870000000000005
Shrikant Shinde,India,ASIA,788727530,Stub,1400.1
Charanjeet Singh Rori,India,ASIA,788727561,Stub,1400.1
Krishan Tyagi,India,ASIA,788727757,Stub,1400.1
Vinayakrao Kishanrao Jadhav Patil,India,ASIA,788727843,Stub,1400.1
Sangram Arun Jagtap,India,ASIA,788727845,Stub,1400.1
Shirish Hiralal Chaudhari,India,ASIA,788727861,Stub,1400.1
Ravi Rana,India,ASIA,788727885,Stub,1400.1
Sat Prakash Rana,India,ASIA,788728009,Stub,1400.1
Ajeet Singh Kharkhari,India,ASIA,788728013,Stub,1400.1
Ajay Dutt,India,ASIA,788728032,Start,1400.1
Praveen Kumar (Delhi politician),India,ASIA,788728055,Stub,1400.1
Shiv Charan Goel,India,ASIA,788728068,Stub,1400.1
Vijender Garg Vijay,India,ASIA,788728077,Stub,1400.1
Rajesh Gupta,India,ASIA,788728096,Stub,1400.1
Ajesh Yadav,India,ASIA,788728103,Start,1400.1
Shri Dutt Sharma,India,ASIA,788728119,Start,1400.1
Rituraj Govind,India,ASIA,788728123,Stub,1400.1
Sukhvir Singh,India,ASIA,788728136,Stub,1400.1
Anil Sukhdevrao Bonde,India,ASIA,788728302,Stub,1400.1
Pankaj Bhujbal,India,ASIA,788728347,Stub,1400.1
Anosh Ekka,India,ASIA,788728492,Stub,1400.1
Bhanu Pratap Sahi,India,ASIA,788728494,Stub,1400.1
Pradeep Hemsingh Jadhav,India,ASIA,788728497,Stub,1400.1
Vasantrao Balwantrao Chavan,India,ASIA,788728536,Stub,1400.1
Aneesurrehman,India,ASIA,788728613,Start,1400.1
Ulhas Patil,India,ASIA,788728977,Stub,1400.1
Gaveet Nirmala Ramesh,India,ASIA,788729238,Stub,1400.1
Brindaban Goswami,India,ASIA,788729435,Stub,1400.1
Girindra Kumar Baruah,India,ASIA,788729523,Stub,1400.1
Phani Bhusan Choudhury,India,ASIA,788729530,Stub,1400.1
Yi Sanhae,"Korea, South",ASIA,788729537,Stub,51.781000000000006
Bhabesh Kalita,India,ASIA,788729609,Stub,1400.1
Jeong Cheol,"Korea, South",ASIA,788729652,Stub,51.781000000000006
Emmanuel Mosahary,India,ASIA,788729803,Stub,1400.1
Altaf Ahmad Wani,India,ASIA,788729937,Stub,1400.1
Jayantbhai Patel Boskey,India,ASIA,788729976,Stub,1400.1
Geeta Koda,India,ASIA,788730179,Stub,1400.1
Vikash Kumar Munda,India,ASIA,788730183,Stub,1400.1
Raj Kishore Mahato,India,ASIA,788730186,Stub,1400.1
Pawan Kumar Gupta,India,ASIA,788730189,Stub,1400.1
Karam Shyam,India,ASIA,788730202,Stub,1400.1
Neel Ratan,India,ASIA,788730290,Stub,1400.1
Hariram (politician),India,ASIA,788730308,Stub,1400.1
Rahul Prakash,India,ASIA,788730311,Stub,1400.1
Triveni Ram,India,ASIA,788730317,Stub,1400.1
Ramanand Baudh,India,ASIA,788730320,Stub,1400.1
Leena Tiwari,India,ASIA,788730325,Stub,1400.1
Amar Singh Chaudhary,India,ASIA,788730330,Stub,1400.1
Jamuna Prasad,India,ASIA,788730333,Stub,1400.1
Alyssa Hayden,Australia,OCEANIA,788733337,Stub,25.754
Amadou Ali Djibo,Niger,AFRICA,788737448,Start,24.189
Amadou Cheiffou,Niger,AFRICA,788737626,C,24.189
Amadou Cissé,Niger,AFRICA,788737634,C,24.189
Amadou Scattred Janneh,Gambia,AFRICA,788737887,C,2.417
Amadu Jalloh,Sierra Leone,AFRICA,788737918,Stub,7.977
Amadu Wurie,Sierra Leone,AFRICA,788737923,Stub,7.977
Amalia García,Mexico,LATIN AMERICA AND THE CARIBBEAN,788739961,Start,127.792
Illarion Ivanovich Vorontsov-Dashkov,Russia,EUROPE,788744744,C,146.733
Juan Carlos Wasmosy,Paraguay,LATIN AMERICA AND THE CARIBBEAN,788746745,Start,7.255
Yi Gae,"Korea, South",ASIA,788747416,Stub,51.781000000000006
John Coulter (politician),Australia,OCEANIA,788748457,Start,25.754
Amar Bahadur Thapa,Nepal,ASIA,788748589,Stub,29.996
Amar Ghoul,Algeria,AFRICA,788748788,Stub,44.357
Seong Huian,"Korea, South",ASIA,788748867,Stub,51.781000000000006
Natasha Stott Despoja,Australia,OCEANIA,788754652,GA,25.754
Brian Greig,Australia,OCEANIA,788756071,Start,25.754
Amason Kingi,Kenya,AFRICA,788756073,Stub,53.528
Amath Yashya,Cambodia,ASIA,788758065,Stub,15.497
Doje Cezhug,China,ASIA,788758073,Start,1402.385
"Anthony Ashley-Cooper, 8th Earl of Shaftesbury",United Kingdom,EUROPE,788760145,Start,67.16
Paul Magloire,Haiti,LATIN AMERICA AND THE CARIBBEAN,788762195,Start,11.402999999999999
The Woman with the Whip,Argentina,LATIN AMERICA AND THE CARIBBEAN,788762352,Start,45.376999999999995
M. Appavu,India,ASIA,788764098,C,1400.1
A. N. Munirathinam,India,ASIA,788764209,Start,1400.1
M. Abdul Lathief,India,ASIA,788764226,Start,1400.1
C. Chandrasekaran,India,ASIA,788764305,Stub,1400.1
B. M. Mubarak,India,ASIA,788764592,Stub,1400.1
Shane McEntee,Ireland,EUROPE,788765848,Start,5.003
Tommy Lapid,Israel,ASIA,788766985,C,9.216000000000001
Eli Yishai,Israel,ASIA,788767007,C,9.216000000000001
David Levy (Israeli politician),Israel,ASIA,788767245,C,9.216000000000001
Binyamin Ben-Eliezer,Israel,ASIA,788767249,C,9.216000000000001
Ophir Pines-Paz,Israel,ASIA,788767264,Start,9.216000000000001
Senetta Yoseftal,Israel,ASIA,788767271,Start,9.216000000000001
Amnon Lipkin-Shahak,Israel,ASIA,788767286,GA,9.216000000000001
Taleb el-Sana,Israel,ASIA,788767305,Start,9.216000000000001
Yitzhak Mordechai,Israel,ASIA,788767324,C,9.216000000000001
Limor Livnat,Israel,ASIA,788767353,C,9.216000000000001
Yosef Burg,Israel,ASIA,788767368,C,9.216000000000001
Michael Kleiner,Israel,ASIA,788767395,Start,9.216000000000001
Pinhas Lavon,Israel,ASIA,788767402,Start,9.216000000000001
Haim Ramon,Israel,ASIA,788767413,C,9.216000000000001
Matan Vilnai,Israel,ASIA,788767432,Start,9.216000000000001
Shmuel Dayan,Israel,ASIA,788767452,Start,9.216000000000001
Yair Sprinzak,Israel,ASIA,788767461,Start,9.216000000000001
Roman Bronfman,Israel,ASIA,788767492,Start,9.216000000000001
Marina Solodkin,Israel,ASIA,788767495,Start,9.216000000000001
Hamad Abu Rabia,Israel,ASIA,788767528,Start,9.216000000000001
Avraham Hirschson,Israel,ASIA,788767534,C,9.216000000000001
Haim Oron,Israel,ASIA,788767542,Start,9.216000000000001
Salah Tarif,Israel,ASIA,788767563,Start,9.216000000000001
Ze'ev Boim,Israel,ASIA,788767576,Start,9.216000000000001
Shulamit Aloni,Israel,ASIA,788767586,C,9.216000000000001
Zerach Warhaftig,Israel,ASIA,788767592,C,9.216000000000001
Naomi Chazan,Israel,ASIA,788767635,C,9.216000000000001
Nawaf Massalha,Israel,ASIA,788767640,Start,9.216000000000001
Kalman Kahana,Israel,ASIA,788767667,Start,9.216000000000001
Ofer Hugi,Israel,ASIA,788767672,Start,9.216000000000001
Tawfiq Ziad,Israel,ASIA,788767684,Start,9.216000000000001
Yosef Sprinzak,Israel,ASIA,788767692,Start,9.216000000000001
Yehuda Meir Abramowicz,Israel,ASIA,788767701,Start,9.216000000000001
Haim-Moshe Shapira,Israel,ASIA,788767730,Start,9.216000000000001
Yisrael Yeshayahu,Israel,ASIA,788767734,Start,9.216000000000001
Mordechai Bentov,Israel,ASIA,788767750,Start,9.216000000000001
Rachel Cohen-Kagan,Israel,ASIA,788767758,Start,9.216000000000001
Peretz Bernstein,Israel,ASIA,788767761,Start,9.216000000000001
Moshe Kol,Israel,ASIA,788767772,Start,9.216000000000001
Meir Argov,Israel,ASIA,788767778,Start,9.216000000000001
Avraham Granot,Israel,ASIA,788767779,Start,9.216000000000001
Nahum Nir,Israel,ASIA,788767781,Start,9.216000000000001
David-Zvi Pinkas,Israel,ASIA,788767783,Start,9.216000000000001
Meir David Loewenstein,Israel,ASIA,788767791,Start,9.216000000000001
Berl Repetur,Israel,ASIA,788767794,Start,9.216000000000001
Yosef Serlin,Israel,ASIA,788767871,Start,9.216000000000001
Seif el-Din el-Zoubi,Israel,ASIA,788767913,Start,9.216000000000001
Avraham Sharir,Israel,ASIA,788767927,Start,9.216000000000001
Elias Nakhleh,Israel,ASIA,788767939,Start,9.216000000000001
Peretz Naftali,Israel,ASIA,788768016,Start,9.216000000000001
Rafael Pinhasi,Israel,ASIA,788768078,Start,9.216000000000001
Rafael Edri,Israel,ASIA,788768082,Start,9.216000000000001
Eliezer Shostak,Israel,ASIA,788768094,Start,9.216000000000001
Uzi Baram,Israel,ASIA,788768123,Start,9.216000000000001
Yitzhak Rafael,Israel,ASIA,788768131,Start,9.216000000000001
Akiva Govrin,Israel,ASIA,788768147,Start,9.216000000000001
David Magen,Israel,ASIA,788768163,Start,9.216000000000001
Yitzhak Tabenkin,Israel,ASIA,788768176,C,9.216000000000001
Amnon Cohen,Israel,ASIA,788768195,Start,9.216000000000001
Abdulmalik Dehamshe,Israel,ASIA,788768200,Start,9.216000000000001
Yair Peretz,Israel,ASIA,788768202,Start,9.216000000000001
Efi Oshaya,Israel,ASIA,788768215,Stub,9.216000000000001
Maxim Levy,Israel,ASIA,788768246,Start,9.216000000000001
Muhamad Kanan,Israel,ASIA,788768255,Start,9.216000000000001
Ilan Gilon,Israel,ASIA,788768292,C,9.216000000000001
Gennady Riger,Israel,ASIA,788768294,Stub,9.216000000000001
Shafik Assad,Israel,ASIA,788768298,Start,9.216000000000001
Tawfik Khatib,Israel,ASIA,788768304,Stub,9.216000000000001
Yigal Bibi,Israel,ASIA,788768318,Start,9.216000000000001
Mümtaz Tarhan,Turkey,ASIA,788769995,Stub,83.73700000000001
Vahit Melih Halefoğlu,Turkey,ASIA,788770635,Start,83.73700000000001
Hussniya Jabara,Israel,ASIA,788771482,Start,9.216000000000001
Zvi Weinberg,Canada,NORTHERN AMERICA,788771491,Stub,38.19
Moshe Peled (politician),Israel,ASIA,788771500,Start,9.216000000000001
Rafik Haj Yahia,Israel,ASIA,788771516,Stub,9.216000000000001
David Re'em,Israel,ASIA,788771523,Stub,9.216000000000001
Abdulwahab Darawshe,Israel,ASIA,788771539,Start,9.216000000000001
Walid Haj Yahia,Israel,ASIA,788771552,Start,9.216000000000001
Amin-Salim Jarjora,Israel,ASIA,788771573,Start,9.216000000000001
Eliezer Preminger,Israel,ASIA,788771576,Start,9.216000000000001
David Bar-Rav-Hai,Israel,ASIA,788771587,Start,9.216000000000001
Yeshayahu Foerder,Israel,ASIA,788771604,Start,9.216000000000001
Yosef Baratz,Israel,ASIA,788771617,Start,9.216000000000001
Neta Harpaz,Israel,ASIA,788771626,Stub,9.216000000000001
Avraham Elmalih,Israel,ASIA,788771629,Stub,9.216000000000001
Eliyahu Eliashar,Israel,ASIA,788771637,Start,9.216000000000001
Moshe Unna,Israel,ASIA,788771656,Start,9.216000000000001
Avraham-Haim Shag,Israel,ASIA,788771661,Stub,9.216000000000001
Aharon-Ya'akov Greenberg,Israel,ASIA,788771664,Start,9.216000000000001
David Livschitz,Israel,ASIA,788771668,Start,9.216000000000001
Hanan Rubin,Israel,ASIA,788771691,Start,9.216000000000001
Ya'akov Riftin,Israel,ASIA,788771699,Start,9.216000000000001
